city,timestamp,temperature,season
New York,2010-01-01,2.1305069389145195,winter
New York,2010-01-02,-0.6299571085149951,winter
New York,2010-01-03,-2.649248192015701,winter
New York,2010-01-04,0.8412970432545914,winter
New York,2010-01-05,-3.454874557922336,winter
New York,2010-01-06,1.945763561803979,winter
New York,2010-01-07,-2.5739380467224757,winter
New York,2010-01-08,6.134211174794695,winter
New York,2010-01-09,1.5332333966093814,winter
New York,2010-01-10,2.735633223614454,winter
New York,2010-01-11,-1.1455367288117622,winter
New York,2010-01-12,5.513765939125552,winter
New York,2010-01-13,-1.5808281592063076,winter
New York,2010-01-14,5.0244043897365565,winter
New York,2010-01-15,-1.7137591032168515,winter
New York,2010-01-16,-6.3199837853166185,winter
New York,2010-01-17,-4.3260346458831895,winter
New York,2010-01-18,-3.490172091500026,winter
New York,2010-01-19,7.3859054254355625,winter
New York,2010-01-20,-11.62379140352959,winter
New York,2010-01-21,2.1166750761162865,winter
New York,2010-01-22,1.2691918591600628,winter
New York,2010-01-23,2.0561721437041545,winter
New York,2010-01-24,-5.335828076360229,winter
New York,2010-01-25,-2.1778490022952197,winter
New York,2010-01-26,-0.16917391628467865,winter
New York,2010-01-27,-3.115386968058338,winter
New York,2010-01-28,-6.350893639698661,winter
New York,2010-01-29,-3.7733672579407953,winter
New York,2010-01-30,1.935589824300987,winter
New York,2010-01-31,-6.329795351591042,winter
New York,2010-02-01,2.165554023840942,winter
New York,2010-02-02,-7.071030825285178,winter
New York,2010-02-03,-1.914391735108811,winter
New York,2010-02-04,3.2539347756487653,winter
New York,2010-02-05,1.8258441436632136,winter
New York,2010-02-06,-3.989312936375264,winter
New York,2010-02-07,-1.3433762471780342,winter
New York,2010-02-08,1.5382923299300246,winter
New York,2010-02-09,-8.757631028855906,winter
New York,2010-02-10,-1.8101086031711366,winter
New York,2010-02-11,0.3647847834465452,winter
New York,2010-02-12,2.2551528674471184,winter
New York,2010-02-13,-1.5916797888113776,winter
New York,2010-02-14,1.1126616042271773,winter
New York,2010-02-15,1.590023529202639,winter
New York,2010-02-16,2.6278180380403287,winter
New York,2010-02-17,4.896407218951039,winter
New York,2010-02-18,5.527978901462422,winter
New York,2010-02-19,-1.8971283458138777,winter
New York,2010-02-20,1.1311634498159657,winter
New York,2010-02-21,-1.0749087101362518,winter
New York,2010-02-22,-7.987903186908422,winter
New York,2010-02-23,-12.591019082519065,winter
New York,2010-02-24,-1.5289422819123102,winter
New York,2010-02-25,2.0012366828667276,winter
New York,2010-02-26,0.7975622818144862,winter
New York,2010-02-27,-9.545294981527057,winter
New York,2010-02-28,0.9029358442535894,winter
New York,2010-03-01,13.991484763711025,spring
New York,2010-03-02,5.445983998151927,spring
New York,2010-03-03,6.227858564417851,spring
New York,2010-03-04,22.276322274610415,spring
New York,2010-03-05,6.290187702866583,spring
New York,2010-03-06,16.43903404016369,spring
New York,2010-03-07,2.0576889627296513,spring
New York,2010-03-08,11.23642648654264,spring
New York,2010-03-09,10.458066804875697,spring
New York,2010-03-10,13.902933195080449,spring
New York,2010-03-11,8.640496444048148,spring
New York,2010-03-12,15.655064129330729,spring
New York,2010-03-13,7.099538317566351,spring
New York,2010-03-14,7.477938155330717,spring
New York,2010-03-15,13.346541593732212,spring
New York,2010-03-16,7.8958149455052755,spring
New York,2010-03-17,8.081643287624217,spring
New York,2010-03-18,15.368102681847224,spring
New York,2010-03-19,20.976646767954108,spring
New York,2010-03-20,12.295972868327421,spring
New York,2010-03-21,12.797138663025002,spring
New York,2010-03-22,9.313227530042003,spring
New York,2010-03-23,21.566943982490592,spring
New York,2010-03-24,15.977619330462858,spring
New York,2010-03-25,9.272584729398663,spring
New York,2010-03-26,7.1181820482609535,spring
New York,2010-03-27,12.938559293540743,spring
New York,2010-03-28,4.838364244642291,spring
New York,2010-03-29,10.631670396200981,spring
New York,2010-03-30,7.705018981622665,spring
New York,2010-03-31,15.275466418961496,spring
New York,2010-04-01,5.3635034045206185,spring
New York,2010-04-02,2.407629796687126,spring
New York,2010-04-03,15.941104866919606,spring
New York,2010-04-04,7.691739371570216,spring
New York,2010-04-05,7.623036600070912,spring
New York,2010-04-06,15.763676973869714,spring
New York,2010-04-07,12.802421362620397,spring
New York,2010-04-08,3.5839612182146974,spring
New York,2010-04-09,17.66447993817598,spring
New York,2010-04-10,2.207349657738443,spring
New York,2010-04-11,19.81022128618843,spring
New York,2010-04-12,16.11814061038522,spring
New York,2010-04-13,13.046557347106376,spring
New York,2010-04-14,16.745032905113383,spring
New York,2010-04-15,9.98866379205533,spring
New York,2010-04-16,14.774586088968586,spring
New York,2010-04-17,18.581060538279527,spring
New York,2010-04-18,6.62178866833411,spring
New York,2010-04-19,9.587321225168768,spring
New York,2010-04-20,3.728870603369585,spring
New York,2010-04-21,13.455937964885063,spring
New York,2010-04-22,15.878839931903148,spring
New York,2010-04-23,10.01518231331464,spring
New York,2010-04-24,13.536355951190348,spring
New York,2010-04-25,8.264722768458636,spring
New York,2010-04-26,11.428563010020662,spring
New York,2010-04-27,6.793272398363056,spring
New York,2010-04-28,7.703035910868261,spring
New York,2010-04-29,12.004693553415695,spring
New York,2010-04-30,18.016123919085068,spring
New York,2010-05-01,13.38934491058567,spring
New York,2010-05-02,9.516960761350319,spring
New York,2010-05-03,2.4003031662951457,spring
New York,2010-05-04,8.019918261369817,spring
New York,2010-05-05,12.937060654424029,spring
New York,2010-05-06,4.821425903438627,spring
New York,2010-05-07,8.463847827516908,spring
New York,2010-05-08,8.440326469385047,spring
New York,2010-05-09,12.02641814678853,spring
New York,2010-05-10,12.48705732955551,spring
New York,2010-05-11,4.052140260955353,spring
New York,2010-05-12,12.815358072985003,spring
New York,2010-05-13,5.915283188340037,spring
New York,2010-05-14,13.204065280159298,spring
New York,2010-05-15,7.967659254440326,spring
New York,2010-05-16,4.772369541622416,spring
New York,2010-05-17,11.708209292542035,spring
New York,2010-05-18,14.206205731047142,spring
New York,2010-05-19,9.958600354148771,spring
New York,2010-05-20,11.080719357011263,spring
New York,2010-05-21,11.750336554362152,spring
New York,2010-05-22,10.870330486940448,spring
New York,2010-05-23,10.812750647769752,spring
New York,2010-05-24,12.661534893724518,spring
New York,2010-05-25,1.1813293360547767,spring
New York,2010-05-26,2.3459400840209286,spring
New York,2010-05-27,5.845666626388603,spring
New York,2010-05-28,7.697842240403109,spring
New York,2010-05-29,15.241130536764691,spring
New York,2010-05-30,8.828891340281768,spring
New York,2010-05-31,14.64738873054269,spring
New York,2010-06-01,24.620931923227978,summer
New York,2010-06-02,30.893073419100258,summer
New York,2010-06-03,29.110999000303845,summer
New York,2010-06-04,15.8752548045683,summer
New York,2010-06-05,24.25473076884391,summer
New York,2010-06-06,23.24329512790246,summer
New York,2010-06-07,20.43835618648009,summer
New York,2010-06-08,28.002647451040666,summer
New York,2010-06-09,23.34268430160203,summer
New York,2010-06-10,27.044662295545404,summer
New York,2010-06-11,19.730965087741104,summer
New York,2010-06-12,21.31648331749778,summer
New York,2010-06-13,22.42907606789681,summer
New York,2010-06-14,25.408848716029198,summer
New York,2010-06-15,23.60155160846222,summer
New York,2010-06-16,20.299733427553978,summer
New York,2010-06-17,17.279956000272612,summer
New York,2010-06-18,31.121634343647436,summer
New York,2010-06-19,24.48842646753119,summer
New York,2010-06-20,19.415756537595907,summer
New York,2010-06-21,32.97792596055014,summer
New York,2010-06-22,22.36928390963148,summer
New York,2010-06-23,25.266285498352346,summer
New York,2010-06-24,29.97590407824114,summer
New York,2010-06-25,20.08159908536398,summer
New York,2010-06-26,23.403442455507687,summer
New York,2010-06-27,25.681939582742128,summer
New York,2010-06-28,19.30980492868338,summer
New York,2010-06-29,23.543517169611718,summer
New York,2010-06-30,20.829624424499794,summer
New York,2010-07-01,25.285939111076253,summer
New York,2010-07-02,19.365788514996275,summer
New York,2010-07-03,28.329622782622295,summer
New York,2010-07-04,25.39286919007869,summer
New York,2010-07-05,31.685212542115345,summer
New York,2010-07-06,22.880460516248693,summer
New York,2010-07-07,27.829869502655722,summer
New York,2010-07-08,28.895300168968717,summer
New York,2010-07-09,30.515894875315883,summer
New York,2010-07-10,28.086401994965428,summer
New York,2010-07-11,20.609925473708824,summer
New York,2010-07-12,23.25740908533204,summer
New York,2010-07-13,23.738404859573638,summer
New York,2010-07-14,25.719682788401286,summer
New York,2010-07-15,18.956819067760446,summer
New York,2010-07-16,30.653936010555007,summer
New York,2010-07-17,26.293746976486535,summer
New York,2010-07-18,19.318662203819123,summer
New York,2010-07-19,36.56238718487915,summer
New York,2010-07-20,21.334723250236447,summer
New York,2010-07-21,23.99025294461782,summer
New York,2010-07-22,24.4885596673305,summer
New York,2010-07-23,16.350218917361865,summer
New York,2010-07-24,34.17115000238438,summer
New York,2010-07-25,32.298691774224736,summer
New York,2010-07-26,14.61409050388249,summer
New York,2010-07-27,25.35679849877772,summer
New York,2010-07-28,19.02503582953071,summer
New York,2010-07-29,21.38537962049938,summer
New York,2010-07-30,33.522847930407174,summer
New York,2010-07-31,26.855855048891964,summer
New York,2010-08-01,24.816050388838118,summer
New York,2010-08-02,17.55351526955193,summer
New York,2010-08-03,26.88815838635663,summer
New York,2010-08-04,27.180169111047494,summer
New York,2010-08-05,24.36309369665238,summer
New York,2010-08-06,17.58266497592027,summer
New York,2010-08-07,19.92500863730126,summer
New York,2010-08-08,19.853065486177073,summer
New York,2010-08-09,21.52517321136153,summer
New York,2010-08-10,26.507493786035305,summer
New York,2010-08-11,25.96153471440974,summer
New York,2010-08-12,18.242448839345364,summer
New York,2010-08-13,21.172715985680803,summer
New York,2010-08-14,34.00318233765567,summer
New York,2010-08-15,23.346392875033494,summer
New York,2010-08-16,24.415886343135647,summer
New York,2010-08-17,26.633856868584292,summer
New York,2010-08-18,31.514388787980515,summer
New York,2010-08-19,22.154808351600725,summer
New York,2010-08-20,25.93958896452909,summer
New York,2010-08-21,28.99069800152407,summer
New York,2010-08-22,16.91511968456445,summer
New York,2010-08-23,25.440848446830113,summer
New York,2010-08-24,21.69052549940705,summer
New York,2010-08-25,23.821274886433773,summer
New York,2010-08-26,27.441182304503076,summer
New York,2010-08-27,19.15164457079405,summer
New York,2010-08-28,20.673598133822644,summer
New York,2010-08-29,19.68943337620904,summer
New York,2010-08-30,31.719417489141737,summer
New York,2010-08-31,29.55665365975559,summer
New York,2010-09-01,17.468726606236054,autumn
New York,2010-09-02,20.474687562291592,autumn
New York,2010-09-03,24.203315760544477,autumn
New York,2010-09-04,13.289309720755643,autumn
New York,2010-09-05,19.604925041481863,autumn
New York,2010-09-06,17.70616123433387,autumn
New York,2010-09-07,17.949143677751767,autumn
New York,2010-09-08,4.631622420267744,autumn
New York,2010-09-09,14.324366683984271,autumn
New York,2010-09-10,17.316634518341164,autumn
New York,2010-09-11,15.744166721597036,autumn
New York,2010-09-12,12.047869573232903,autumn
New York,2010-09-13,14.442276862545086,autumn
New York,2010-09-14,14.855156270306207,autumn
New York,2010-09-15,16.67464176983756,autumn
New York,2010-09-16,9.76732882204577,autumn
New York,2010-09-17,10.98570402255078,autumn
New York,2010-09-18,10.538371866361102,autumn
New York,2010-09-19,6.666734825906563,autumn
New York,2010-09-20,17.242719537758166,autumn
New York,2010-09-21,11.087967178440953,autumn
New York,2010-09-22,10.19288160529583,autumn
New York,2010-09-23,13.2009968976245,autumn
New York,2010-09-24,10.430187705157868,autumn
